text;label
"""Kekhawatiran tentang nilai membuat saya merasa terbebani.""";1
"""Saya merasa terbebani saat banyaknya tekanan dari lingkungan sekitar.""";1
"""Ada rasa terbebani saat harus menghadapi ujian yang bertubi-tubi.""";1
"""Saya merasa terbebani ketika tidak bisa menemukan solusi untuk masalah.""";1
"""Tanggung jawab untuk memimpin kelompok membuat saya merasa terbebani.""";1
"""Saya merasa terbebani saat harus mengerjakan tugas tambahan di luar jam sekolah.""";1
"""Ada rasa terbebani saat harus menghadapi situasi yang tidak nyaman.""";1
"""Saya merasa terbebani ketika harus menjaga hubungan baik dengan banyak orang.""";1
"""Kekhawatiran tidak bisa memenuhi ekspektasi membuat saya merasa terbebani.""";1
"""Saya merasa ringan dan tidak terbebani saat menyelesaikan tugas dengan baik.""";0
"""Tidak ada rasa terbebani ketika saya bisa mengatur waktu dengan baik.""";0
"""Saya merasa nyaman dan tidak terbebani saat berkolaborasi dengan teman.""";0
"""Saya bisa menikmati waktu belajar tanpa merasa terbebani.""";0
"""Saya merasa tenang dan tidak terbebani ketika semua rencana berjalan lancar.""";0
"""Saya merasa bertenaga dan tidak terbebani saat melakukan hobi.""";0
"""Berbicara dengan guru membuat saya merasa lebih baik dan tidak terbebani.""";0
"""Saya merasa optimis dan tidak terbebani saat mengikuti kegiatan ekstrakurikuler.""";0
"""Kegiatan yang menyenangkan membuat saya merasa lebih bertenaga dan tidak terbebani.""";0
"""Saya merasa tidak terbebani saat membantu teman dengan tulus.""";0
"""Saya merasa tenang dan tidak terbebani saat mengerjakan proyek yang saya cintai.""";0
"""Saya bisa bersantai dan merasa tidak terbebani setelah menyelesaikan tugas.""";0
"""Saya merasa nyaman dan tidak terbebani saat menghadiri kelas.""";0
"""Saya merasa bertenaga setelah beristirahat yang cukup.""";0
"""Saya merasa tenang saat berbicara dengan teman-teman.""";0
"""Saya merasa tidak terbebani saat mengikuti kelas yang menarik.""";0
"""Kegiatan relaksasi membantu saya merasa lebih baik dan tidak terbebani.""";0
"""Saya merasa optimis dan tidak terbebani saat berusaha mencapai tujuan.""";0
"""Saya merasa bertenaga dan tidak terbebani saat mengerjakan tugas yang saya sukai.""";0
"""Saya bisa menikmati setiap momen tanpa merasa terbebani.""";0
"""Saya merasa segar setelah berolahraga dan tidak terbebani.""";0
"""Saya merasa tidak terbebani saat menghadapi tantangan baru.""";0
"""Kehadiran teman-teman membuat saya merasa lebih baik dan tidak terbebani.""";0
"""Saya merasa nyaman saat menghabiskan waktu di alam.""";0
"""Saya merasa tenang saat mendapatkan umpan balik positif.""";0
"""Saya bisa berfokus pada hal-hal positif dan merasa tidak terbebani.""";0
"""Saya merasa tidak terbebani saat belajar untuk ujian dengan cara yang menyenangkan.""";0
"""Saya merasa tidak terbebani saat menjalin hubungan baik dengan teman.""";0
"""Saya merasa bertenaga saat mengikuti diskusi kelas yang menarik.""";0
"""Saya merasa nyaman dan tidak terbebani saat menghadapi ujian.""";0
"""Saya merasa tenang saat menjalani rutinitas yang teratur.""";0
"""Saya merasa tidak terbebani saat menjalani hidup dengan positif.""";0
"""Saya merasa tenang dan tidak terbebani saat berbagi cerita dengan teman-teman.""";0
"""Saya merasa tidak terbebani ketika bisa membantu orang lain.""";0
"""Saya merasa segar setelah tidur yang nyenyak dan tidak terbebani.""";0
"""Saya merasa optimis dan tidak terbebani saat melihat kemajuan yang telah saya buat.""";0
"""Saya merasa tidak terbebani saat menjalani rutinitas harian yang menyenangkan.""";0
"""Saya merasa nyaman dan tidak terbebani saat menghadiri acara sosial.""";0
"""Saya merasa bertenaga dan tidak terbebani saat menjalani kegiatan yang saya sukai.""";0
"""Saya merasa tidak berdaya ketika semua rencana saya gagal.""";1
"""Ada rasa kehilangan kendali saat menghadapi situasi yang tidak terduga.""";1
"""Saya merasa sangat tidak berdaya saat tidak bisa menyelesaikan tugas tepat waktu.""";1
"""Ketidakpastian membuat saya merasa kehilangan kendali atas hidup saya.""";1
"""Saya merasa tidak berdaya ketika semua usaha saya tampak sia-sia.""";1
"""Ada rasa kehilangan kendali saat berhadapan dengan masalah yang terus berulang.""";1
"""Saya merasa tidak berdaya ketika orang lain mengambil keputusan untuk saya.""";1
"""Frustrasi ini membuat saya merasa tidak berdaya dan bingung.""";1
"""Saya merasa kehilangan kendali saat harus menghadapi tekanan dari berbagai arah.""";1
"""Saya merasa tidak berdaya saat tidak bisa mempengaruhi situasi di sekitar.""";1
"""Ada rasa tidak berdaya saat semua usaha untuk berprestasi tidak dihargai.""";1
"""Saya merasa kehilangan kendali ketika tidak bisa mengatur waktu dengan baik.""";1
"""Kehilangan kendali ini membuat saya merasa terjebak dalam rutinitas.""";1
"""Saya merasa tidak berdaya ketika tidak ada dukungan dari teman-teman.""";1
"""Ada rasa tidak berdaya saat harus menghadapi situasi yang tidak bisa saya kontrol.""";1
"""Saya merasa kehilangan kendali saat melihat teman-teman berhasil tanpa saya.""";1
"""Saya merasa sangat tidak berdaya saat tidak bisa mengatasi masalah yang ada.""";1
"""Kehilangan kendali ini membuat saya merasa tertekan dan bingung.""";1
"""Saya merasa tidak berdaya ketika situasi semakin memburuk tanpa ada solusi.""";1
"""Ada rasa kehilangan kendali saat semua harapan tampak tidak mungkin tercapai.""";1
"""Saya merasa tidak berdaya ketika harus menghadapi kritik yang menyakitkan.""";1
"""Ketidakpastian masa depan membuat saya merasa tidak berdaya.""";1
"""Saya merasa kehilangan kendali saat harus menghadapi banyak tanggung jawab sekaligus.""";1
"""Ada rasa tidak berdaya ketika semua usaha saya tampaknya tidak berarti.""";1
"""Saya merasa tidak berdaya saat tidak bisa menemukan jalan keluar dari masalah.""";1
"""Kehilangan kendali ini membuat saya merasa kesepian dan terasing.""";1
"""Saya merasa sangat tidak berdaya ketika harus menghadapi perpisahan.""";1
"""Ada rasa kehilangan kendali saat tidak ada waktu untuk beristirahat.""";1
"""Saya merasa tidak berdaya ketika harus berurusan dengan orang yang tidak kooperatif.""";1
"""Kehilangan kendali ini membuat saya merasa tertekan dan cemas.""";1
"""Saya merasa tidak berdaya ketika orang lain mengabaikan perasaan saya.""";1
"""Ada rasa kehilangan kendali saat situasi semakin tidak jelas.""";1
"""Saya merasa tidak berdaya saat tidak bisa berbuat banyak untuk orang yang saya cintai.""";1
"""Kehilangan kendali ini membuat saya merasa tidak bersemangat untuk belajar.""";1
"""Saya merasa tidak berdaya saat harus menghadapi masalah yang berulang.""";1
"""Ada rasa kehilangan kendali ketika saya tidak bisa menjaga keseimbangan hidup.""";1
"""Saya merasa tidak berdaya ketika banyak hal di luar kendali saya.""";1
"""Kehilangan kendali ini membuat saya merasa frustrasi dan bingung.""";1
"""Saya merasa kuat dan mampu mengatasi tantangan yang ada.""";0
"""Ada rasa kendali ketika saya bisa merencanakan semua kegiatan dengan baik.""";0
"""Saya merasa percaya diri saat mampu menyelesaikan tugas tepat waktu.""";0
"""Kedamaian pikiran membuat saya merasa dalam kendali atas hidup saya.""";0
"""Saya merasa berdaya ketika semua usaha saya membuahkan hasil.""";0
"""Ada rasa kendali saat saya bisa mengatasi masalah dengan baik.""";0
"""Saya merasa berdaya ketika bisa mengambil keputusan untuk diri sendiri.""";0
"""Kepastian membuat saya merasa lebih berdaya dan optimis.""";0
"""Saya merasa tenang dan tidak terbebani saat mengatur waktu dengan baik.""";0
"""Saya merasa berdaya ketika semua usaha saya dihargai dan diperhatikan.""";0
"""Ada rasa kendali saat saya bisa mempengaruhi situasi di sekitar saya.""";0
"""Saya merasa puas saat bisa meraih prestasi yang saya inginkan.""";0
"""Saya merasa berdaya saat memiliki dukungan dari teman-teman.""";0
"""Ada rasa kendali saat saya bisa mengatasi ketidakpastian dengan baik.""";0
"""Saya merasa berdaya ketika saya bisa membantu orang lain.""";0
"""Kemandirian membuat saya merasa lebih berdaya dan siap menghadapi tantangan.""";0
"""Saya merasa berdaya saat bisa menyelesaikan masalah yang ada.""";0
"""Ada rasa kendali saat saya bisa menentukan langkah selanjutnya.""";0
"""Saya merasa optimis dan berdaya saat berusaha mencapai tujuan.""";0
"""Saya merasa percaya diri saat menghadapi kritik dengan kepala dingin.""";0
"""Ada rasa berdaya saat saya bisa berkomunikasi dengan jelas kepada orang lain.""";0
"""Saya merasa berdaya saat bisa menjalani hidup dengan cara yang saya pilih.""";0
"""Saya merasa berdaya saat bisa berbagi pengalaman dengan orang lain.""";0
"""Kebebasan dalam memilih membuat saya merasa berdaya.""";0
"""Saya merasa berdaya saat bisa menjaga keseimbangan dalam hidup.""";0
"""Ada rasa kendali saat saya bisa merencanakan masa depan dengan baik.""";0
"""Saya merasa tenang dan berdaya saat mengatasi masalah dengan baik.""";0
"""Kemandirian membuat saya merasa lebih berdaya dalam mengambil keputusan.""";0
"""Saya merasa berdaya ketika bisa memotivasi diri sendiri.""";0
"""Ada rasa kendali saat saya bisa fokus pada hal-hal positif.""";0
"""Saya merasa berdaya saat bisa menikmati setiap momen dalam hidup.""";0
"""Saya merasa optimis dan berdaya saat mengejar impian saya.""";0
"""Saya merasa berdaya saat bisa mengatur waktu dengan baik antara belajar dan bersosialisasi.""";0
"""Ada rasa kendali saat saya bisa mengevaluasi diri dan berusaha untuk menjadi lebih baik.""";0
"""Saya merasa percaya diri dan berdaya saat bisa menghadapi ujian.""";0
"""Saya merasa berdaya saat bisa menjalani rutinitas yang teratur dan menyenangkan.""";0
"""Saya merasa putus asa ketika semua usaha saya tidak membuahkan hasil.""";1
"""Hidup terasa kosong dan saya kehilangan minat pada segala hal.""";1
"""Saya tidak bisa menikmati hobi saya lagi, merasa seperti tidak ada gunanya.""";1
"""Kehilangan semangat untuk belajar membuat saya merasa depresi.""";1
"""Saya merasa terjebak dalam kesedihan yang mendalam dan tidak bisa keluar.""";1
"""Ada rasa putus asa saat melihat masa depan yang gelap.""";1
"""Saya merasa kehilangan minat pada aktivitas yang dulu saya sukai.""";1
"""Rasa sedih yang mendalam membuat saya merasa tidak berdaya.""";1
"""Saya merasa putus asa saat tidak bisa menemukan solusi untuk masalah yang ada.""";1
"""Kehidupan sehari-hari terasa berat dan tanpa makna.""";1
"""Saya merasa terasing dan tidak ada yang mengerti perasaan saya.""";1
"""Saya kehilangan motivasi untuk melakukan hal-hal yang dulu saya nikmati.""";1
"""Ada rasa putus asa saat menghadapi tekanan dari sekolah.""";1
"""Saya merasa tidak ada harapan untuk masa depan.""";1
"""Rasa kehilangan membuat saya tidak ingin berinteraksi dengan orang lain.""";1
"""Saya merasa tertekan dan tidak bisa melihat sisi positif dari hidup.""";1
"""Ada hari-hari di mana saya tidak ingin bangun dari tempat tidur.""";1
"""Saya merasa tidak bersemangat untuk melakukan aktivitas sehari-hari.""";1
"""Kehilangan minat pada pelajaran membuat saya merasa cemas.""";1
"""Saya merasa putus asa ketika tidak bisa mencapai tujuan yang saya inginkan.""";1
"""Ada rasa sedih yang terus-menerus menghantui saya.""";1
"""Saya merasa seperti tidak ada yang peduli pada saya.""";1
"""Kehidupan terasa monoton dan tidak ada yang menarik lagi.""";1
"""Saya merasa tidak ada gunanya untuk berusaha lagi.""";1
"""Ada rasa putus asa saat melihat teman-teman bergerak maju tanpa saya.""";1
"""Saya merasa terjebak dalam pikiran negatif yang tidak pernah berhenti.""";1
"""Rasa kehilangan motivasi membuat saya sulit berkonsentrasi.""";1
"""Saya merasa putus asa ketika tidak ada yang bisa membantu saya.""";1
"""Ada hari-hari di mana saya merasa tidak ada arti hidup ini.""";1
"""Saya merasa tertekan dan tidak ada cara untuk mengatasinya.""";1
"""Kehilangan minat pada teman-teman membuat saya merasa semakin terasing.""";1
"""Saya merasa terjebak dalam rasa sakit yang mendalam.""";1
"""Ada rasa putus asa ketika tidak ada perubahan positif dalam hidup saya.""";1
"""Saya merasa tidak berdaya saat menghadapi tantangan yang tampaknya tidak ada akhir.""";1
"""Rasa kehilangan semangat membuat saya sulit untuk bergerak maju.""";1
"""Saya merasa tidak ada yang bisa mengerti apa yang saya rasakan.""";1
"""Saya merasa optimis dan penuh semangat untuk menjalani hidup.""";0
"""Hobi yang saya jalani memberikan kebahagiaan dan motivasi.""";0
"""Saya merasa bersemangat setiap kali memulai aktivitas baru.""";0
"""Kehidupan terasa berwarna dan penuh harapan.""";0
"""Saya merasa bertenaga dan siap menghadapi tantangan.""";0
"""Ada rasa kebahagiaan saat melihat kemajuan yang saya buat.""";0
"""Saya merasa terhubung dengan orang-orang di sekitar saya.""";0
"""Saya merasa puas dengan pencapaian yang telah saya raih.""";0
"""Ada rasa percaya diri saat menghadapi ujian atau tantangan.""";0
"""Saya merasa bersemangat untuk belajar hal-hal baru.""";0
"""Kehidupan saya penuh dengan momen bahagia dan inspiratif.""";0
"""Saya merasa nyaman berbagi cerita dan pengalaman dengan teman-teman.""";0
"""Ada rasa antusiasme saat merencanakan masa depan yang lebih baik.""";0
"""Saya merasa dikelilingi oleh orang-orang yang mendukung saya.""";0
"""Kegiatan yang saya lakukan memberikan saya energi positif.""";0
"""Saya merasa bisa menemukan solusi untuk setiap masalah yang saya hadapi.""";0
"""Saya merasa bertenaga saat berkumpul dengan keluarga dan teman-teman.""";0
"""Ada rasa puas ketika saya bisa membantu orang lain.""";0
"""Saya merasa termotivasi untuk mengejar impian dan cita-cita saya.""";0
"""Kehidupan terasa penuh makna dan tujuan.""";0
"""Saya merasa percaya diri saat berkomunikasi dengan orang lain.""";0
"""Ada rasa senang saat bisa menjalani rutinitas yang sehat.""";0
"""Saya merasa berdaya dan bisa mengatasi tantangan dengan baik.""";0
"""Kegiatan olahraga membuat saya merasa lebih baik dan segar.""";0
"""Saya merasa bersemangat saat mengikuti kelas atau pelatihan baru.""";0
"""Ada rasa bahagia saat melihat teman-teman berhasil dalam hidup mereka.""";0
"""Saya merasa optimis tentang masa depan dan apa yang akan datang.""";0
"""Saya merasa terinspirasi untuk mengejar apa yang saya inginkan.""";0
"""Ada rasa syukur setiap kali saya melihat hal-hal positif dalam hidup.""";0
"""Saya merasa mampu mengatasi kesulitan yang datang.""";0
"""Kehidupan saya terasa penuh warna dan petualangan.""";0
"""Saya merasa nyaman dan tenang saat menghabiskan waktu dengan orang yang saya cintai.""";0
"""Ada rasa puas saat bisa menjalani hidup dengan cara yang saya inginkan.""";0
"""Saya merasa bersemangat setiap kali melihat kemajuan yang saya buat.""";0
"""Saya merasa hidup ini penuh dengan kesempatan dan harapan.""";0
"""Saya merasa panik saat mendengar suara keras tiba-tiba.""";1
"""Detak jantung saya meningkat dan saya merasa sulit bernapas saat situasi menegangkan.""";1
"""Ada rasa panik ketika saya kehilangan jejak waktu dan terlambat.""";1
"""Saya merasa sangat cemas dan panik saat harus berbicara di depan umum.""";1
"""Keringat dingin mulai mengalir saat saya menghadapi situasi yang tidak terduga.""";1
"""Saya merasa panik ketika harus mengambil keputusan penting dalam waktu singkat.""";1
"""Rasa takut menyergap saya saat saya sendirian di tempat yang gelap.""";1
"""Ada gejala fisik seperti pusing dan mual ketika saya merasa panik.""";1
"""Saya merasa tidak bisa mengendalikan napas saya saat berada dalam kerumunan.""";1
"""Saya merasa panik ketika tidak bisa menemukan barang penting yang saya butuhkan.""";1
"""Detak jantung saya terasa sangat cepat saat menghadapi ujian yang sulit.""";1
"""Kepanikan melanda saat saya mendapatkan berita buruk.""";1
"""Ada rasa panik yang luar biasa ketika saya melihat sesuatu yang mengancam keselamatan.""";1
"""Saya merasa panik ketika harus berbicara dengan orang yang tidak dikenal.""";1
"""Keringat dingin dan tremor muncul saat saya merasa terjebak dalam situasi sulit.""";1
"""Saya merasa panik saat harus menghadapi ujian dadakan.""";1
"""Ada rasa panik ketika saya merasa tidak memiliki kontrol atas situasi.""";1
"""Saya merasa bingung dan panik ketika banyak hal datang sekaligus.""";1
"""Pikiran saya berputar-putar dan saya merasa tidak berdaya saat mengalami panik.""";1
"""Saya merasa panik saat harus menyelesaikan tugas dalam waktu yang sangat singkat.""";1
"""Ada gejala fisik seperti sesak napas saat saya merasa sangat cemas.""";1
"""Saya merasa panik ketika melihat kecelakaan di depan mata saya.""";1
"""Detak jantung saya terasa sangat keras saat harus memberikan presentasi.""";1
"""Ada rasa panik yang menyelimuti saya saat harus melakukan sesuatu yang belum pernah saya lakukan.""";1
"""Saya merasa panik ketika mendapati diri saya terjebak dalam lift.""";1
"""Kepanikan menguasai saya ketika harus berhadapan dengan situasi yang tidak terduga.""";1
"""Saya merasa panik saat mendengar berita mendadak tentang keluarga.""";1
"""Ada rasa panik yang mencekam saat saya harus pergi ke dokter.""";1
"""Saya merasa mual dan pusing saat menghadapi situasi yang menegangkan.""";1
"""Keringat dingin mengalir saat saya harus berhadapan dengan orang yang saya sukai.""";1
"""Saya merasa panik ketika banyak tugas harus diselesaikan dalam waktu singkat.""";1
"""Ada rasa panik ketika saya tidak bisa menemukan jalan pulang.""";1
"""Saya merasa gelisah dan panik saat harus menunggu hasil ujian.""";1
"""Detak jantung saya berdebar kencang saat menghadapi wawancara kerja.""";1
"""Saya merasa panik saat melihat seseorang dalam bahaya.""";1
"""Ada gejala fisik seperti nyeri dada saat saya mengalami kepanikan yang hebat.""";1
"""Saya merasa tenang dan santai saat menghadapi situasi yang sulit.""";0
"""Ada rasa percaya diri saat berbicara di depan umum.""";0
"""Saya merasa nyaman dan bisa bernapas dengan baik saat situasi menegangkan.""";0
"""Saya dapat mengatur napas saya dan tetap fokus saat menghadapi ujian.""";0
"""Kepastian membuat saya merasa lebih tenang dan siap menghadapi tantangan.""";0
"""Saya merasa rileks dan tidak terburu-buru saat merencanakan sesuatu.""";0
"""Ada rasa percaya diri saat saya bisa membantu orang lain dalam situasi sulit.""";0
"""Saya merasa nyaman berada di kerumunan orang.""";0
"""Saya bisa mengendalikan pikiran saya dan tidak merasa panik.""";0
"""Saya merasa tenang dan bisa menghadapi ujian dengan percaya diri.""";0
"""Ada rasa nyaman saat berbagi cerita dengan teman-teman.""";0
"""Saya merasa fokus dan bisa menyelesaikan tugas tanpa terburu-buru.""";0
"""Saya dapat mengatur waktu dengan baik tanpa merasa tertekan.""";0
"""Saya merasa optimis dan tenang saat merencanakan masa depan.""";0
"""Ada rasa puas saat berhasil menyelesaikan pekerjaan dengan baik.""";0
"""Saya merasa percaya diri saat bertemu orang baru.""";0
"""Kehidupan terasa penuh dengan harapan dan saya merasa nyaman.""";0
"""Saya bisa menenangkan diri sendiri saat menghadapi situasi yang menegangkan.""";0
"""Ada rasa tenang saat mendengarkan musik favorit saya.""";0
"""Saya merasa segar dan bertenaga setelah berolahraga.""";0
"""Saya merasa bahagia dan puas dengan pencapaian yang saya raih.""";0
"""Saya merasa tenang dan bisa berkonsentrasi saat belajar.""";0
"""Ada rasa percaya diri saat saya menghadapi wawancara kerja.""";0
"""Saya bisa menikmati waktu bersama keluarga tanpa merasa stres.""";0
"""Ada rasa bahagia saat saya merayakan keberhasilan bersama teman-teman.""";0
"""Saya merasa damai saat bersantai di alam terbuka.""";0
"""Saya dapat berinteraksi dengan orang lain tanpa merasa gugup.""";0
"""Saya merasa siap dan tidak panik saat menghadapi ujian.""";0
"""Ada rasa lega saat berhasil menyelesaikan semua tugas tepat waktu.""";0
"""Saya merasa tenang saat mengatur jadwal kegiatan saya.""";0
"""Saya merasa bertenaga dan bisa menjalani hari dengan semangat.""";0
"""Ada rasa percaya diri saat menghadapi situasi yang menantang.""";0
"""Saya merasa nyaman dan tenang saat berbicara dengan orang tua.""";0
"""Saya merasa bisa mengatasi kesulitan dengan tenang.""";0
"""Saya merasa bersemangat dan tidak tertekan saat merencanakan acara.""";0
"""Saya merasa panik saat tiba-tiba ada suara keras di belakang saya.""";1
"""Detak jantung saya berdebar cepat ketika saya tersesat di tempat yang tidak dikenal.""";1
"""Saya merasa panik ketika harus menghadapi banyak orang di pesta.""";1
"""Ada rasa takut yang mendalam saat saya melihat bayangan aneh di malam hari.""";1
"""Saya merasa panik ketika ponsel saya hilang dan tidak bisa menghubungi siapa pun.""";1
"""Kepanikan melanda saat saya harus berpidato tanpa persiapan.""";1
"""Saya merasa sangat cemas dan panik ketika melihat berita buruk di TV.""";1
"""Ada gejala fisik seperti gemetar saat saya harus berhadapan dengan atasan.""";1
"""Saya merasa panik ketika tidak bisa menemukan teman di tengah keramaian.""";1
"""Keringat dingin mengalir saat saya harus mengemudikan mobil di jalan raya yang ramai.""";1
"""Saya merasa putus asa dan panik saat menghadapi tenggat waktu yang ketat.""";1
"""Ada rasa panik saat mendengar alarm kebakaran di gedung.""";1
"""Saya merasa mual dan pusing saat menghadapi situasi yang sangat menegangkan.""";1
"""Saya merasa panik ketika tidak bisa menghubungi anggota keluarga saat darurat.""";1
"""Detak jantung saya terasa sangat cepat saat melihat seseorang yang mencurigakan.""";1
"""Saya merasa panik ketika harus menghadapi situasi yang penuh tekanan di tempat kerja.""";1
"""Ada rasa takut yang menyergap saya saat berada di tempat sepi sendirian.""";1
"""Saya merasa panik ketika tidak mendapatkan jawaban yang saya harapkan.""";1
"""Kepanikan menghantui saya saat semua rencana tidak berjalan sesuai harapan.""";1
"""Saya merasa cemas dan panik saat harus melakukan perjalanan jauh sendirian.""";1
"""Ada rasa panik saat saya terlambat untuk menghadiri janji penting.""";1
"""Saya merasa sesak napas dan pusing ketika berusaha menyelesaikan tugas yang menumpuk.""";1
"""Ada rasa panik yang luar biasa saat saya melihat api di dekat rumah.""";1
"""Saya merasa panik ketika terjebak dalam antrean panjang.""";1
"""Keringat dingin mulai mengalir saat saya menerima berita mengejutkan.""";1
"""Saya merasa panik saat tidak tahu cara menyelesaikan soal ujian.""";1
"""Ada rasa bingung yang menyertai saat saya kehilangan arah di kota yang asing.""";1
"""Saya merasa panik ketika mendapati diri saya di tengah kerumunan tanpa jalan keluar.""";1
"""Detak jantung saya terasa berdetak kencang saat mendengarkan suara misterius.""";1
"""Saya merasa panik saat harus berhadapan dengan kritik yang tajam.""";1
"""Ada rasa gelisah saat menunggu hasil dari ujian penting.""";1
"""Saya merasa panik saat mendengar suara sirene mendekat.""";1
"""Kepanikan melanda saat saya harus berpindah tempat tinggal dalam waktu singkat.""";1
"""Saya merasa cemas dan panik saat menghadapi wawancara kerja.""";1
"""Ada rasa mual yang mengganggu saat menghadapi situasi yang tidak terduga.""";1
"""Saya merasa panik ketika semua orang mulai berteriak.""";1
"""Detak jantung saya meningkat saat berada di tepi jurang.""";1
"""Saya merasa panik saat mendapati banyak tugas menumpuk di meja saya.""";1
"""Ada rasa bingung saat informasi yang diterima saling bertentangan.""";1
"""Saya merasa panik ketika harus memberikan kabar buruk kepada seseorang.""";1
"""Kepanikan menghantui saat saya tidak bisa menemukan jalan pulang.""";1
"""Saya merasa panik ketika tidak bisa menemukan dokumen penting.""";1
"""Ada rasa takut yang menyergap saat saya melihat kilatan petir di malam hari.""";1
"""Saya merasa cemas dan panik saat terjadi gempa bumi.""";1
"""Detak jantung saya berdetak cepat saat mendapati berita duka.""";1
"""Saya merasa panik ketika harus mengambil keputusan dalam situasi darurat.""";1
"""Ada rasa panik saat saya mendengar suara teriakan dari luar.""";1
"""Saya merasa sangat tegang saat harus menyelesaikan presentasi mendadak.""";1
"""Kepanikan melanda saat saya harus menghadapi situasi di mana semua orang mengharapkan keputusan saya.""";1
"""Saya merasa panik saat lampu padam di tengah malam.""";1
"""Detak jantung saya terasa menggebu ketika melihat orang yang saya sukai.""";1
"""Ada rasa panik saat melihat seseorang yang jatuh di depan mata saya.""";1
"""Saya merasa panik ketika mendapati semua rencana liburan terancam batal.""";1
"""Kepanikan melanda saat saya harus berhadapan dengan masalah keuangan.""";1
"""Saya merasa putus asa dan panik saat saya tidak tahu harus berbuat apa.""";1
"""Ada rasa panik ketika situasi semakin tidak terkendali.""";1
"""Saya merasa cemas saat melihat orang-orang berlari tanpa sebab.""";1
"""Kepanikan menghantui saya saat saya harus berjalan sendirian di malam hari.""";1
"""Saya merasa panik ketika melihat teman saya pingsan.""";1
"""Detak jantung saya berdebar saat mendengar suara langkah kaki di belakang.""";1
"""Saya merasa panik ketika mendapati barang-barang di rumah berantakan.""";1
"""Ada rasa ketakutan saat saya berada di dalam lift yang macet.""";1
"""Saya merasa panik saat tiba-tiba kehilangan koneksi internet di tengah rapat.""";1
"""Kepanikan melanda saat saya melihat ponsel saya jatuh ke dalam air.""";1
"""Saya merasa cemas dan panik saat melihat berita tentang bencana alam.""";1
"""Ada rasa panik saat saya tidak bisa menemukan tempat parkir.""";1
"""Saya merasa tertekan dan panik ketika melihat banyak tugas di daftar saya.""";1
"""Detak jantung saya berdebar saat mendengar klakson mobil yang keras.""";1
"""Saya merasa panik saat terlambat masuk kelas dan semua orang menunggu saya.""";1
"""Detak jantung saya berdebar kencang saat melihat nilai ujian yang buruk.""";1
"""Saya merasa panik ketika guru meminta presentasi mendadak.""";1
"""Ada rasa mual saat mendapati diri saya lupa membawa bahan ujian.""";1
"""Saya merasa panik ketika mendengar teman-teman saya berdebat dengan keras.""";1
"""Kepanikan melanda saat saya tidak menemukan buku pelajaran sebelum ujian.""";1
"""Saya merasa cemas ketika semua teman saya sudah belajar, sedangkan saya belum.""";1
"""Ada rasa ketakutan ketika saya harus berhadapan dengan guru yang tegas.""";1
"""Saya merasa panik saat suara lonceng berbunyi dan saya belum siap untuk pergi.""";1
"""Detak jantung saya terasa kencang saat saya harus mengerjakan ujian di depan kelas.""";1
"""Saya merasa panik ketika tidak bisa menemukan teman saya di kantin.""";1
"""Ada rasa cemas saat tidak mendapatkan informasi tentang acara sekolah yang penting.""";1
"""Saya merasa tertekan dan panik saat semua tugas menumpuk menjelang akhir semester.""";1
"""Kepanikan menghantui saya saat tidak bisa menyelesaikan latihan soal sebelum ujian.""";1
"""Saya merasa panik saat harus mengerjakan proyek kelompok tanpa persetujuan anggota lain.""";1
"""Ada rasa takut saat menghadapi nilai rapor yang akan dibagikan.""";1
"""Saya merasa panik ketika terjebak dalam antrean panjang untuk mendaftar.""";1
"""Detak jantung saya berdebar cepat ketika mendapati waktu ujian tersisa sedikit.""";1
"""Saya merasa cemas saat mendapati pesan di grup yang membuat semua orang panik.""";1
"""Ada rasa mual saat mendengar kabar buruk tentang teman sekelas.""";1
"""Saya merasa panik saat kehilangan dompet di sekolah.""";1
"""Kepanikan melanda ketika saya harus menghadapi ujian dengan waktu yang terbatas.""";1
"""Saya merasa tertekan saat mendapati teman saya berjuang dengan pelajaran yang sama.""";1
"""Ada rasa cemas ketika tidak mendapatkan jawaban yang tepat di ujian.""";1
"""Saya merasa panik saat semua rencana untuk acara kelas dibatalkan mendadak.""";1
"""Detak jantung saya meningkat saat saya harus tampil di depan kelas.""";1
"""Saya merasa panik ketika semua orang berlari keluar kelas karena alarm kebakaran.""";1
"""Ada rasa takut ketika guru menanyakan tugas yang tidak saya kerjakan.""";1
"""Saya merasa cemas dan panik saat ada teman yang pingsan di kelas.""";1
"""Kepanikan menghantui saya saat hasil ujian diumumkan.""";1
"""Saya merasa panik ketika mendapati banyak pesan yang belum terbaca di grup.""";1
"""Ada rasa bingung saat saya tidak tahu bagaimana cara mengerjakan soal ujian.""";1
"""Saya merasa tertekan ketika harus berhadapan dengan atasan saat prakerin.""";1
"""Detak jantung saya berdebar saat melihat teman yang berlari ke arah saya dengan cemas.""";1
"""Saya merasa panik ketika harus mendengarkan penjelasan rumit di kelas.""";1
"""Ada rasa cemas saat harus memberikan presentasi di depan semua siswa.""";1
"""Saya merasa panik saat terjebak di antara banyak siswa di aula.""";1
"""Kepanikan melanda saat guru meminta semua tugas dikumpulkan hari ini.""";1
"""Saya merasa tertekan ketika mendengar kabar tentang pembatalan acara yang sudah direncanakan.""";1
"""Ada rasa takut saat saya harus mengisi kuisioner tentang kesehatan mental.""";1
"""Saya merasa panik ketika teman sekelas mengalami kecelakaan kecil.""";1
"""Detak jantung saya berdebar saat melihat nilai saya yang mengecewakan.""";1
